"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"INVIAS","0","0","Los Llanos - Tarazá","84","31","1.988","2012.06.11","1","11.85","11.85","11.85","20","Cachireme","10","14","8.85","2511","POINT (-75.3833115182573 7.30021374408196)"
"INVIAS","0","0","Los Llanos - Tarazá","83","200","1.988","2012.06.21","1","15.25","15.25","31.5","20","La Dama","10","14","8.81","2511","POINT (-75.3882990329314 7.29529884080829)"
"INVIAS","0","0","Los Llanos - Tarazá","82","999","1.988","2012.06.21","1","15.25","15.25","15.25","20","La Batea","10","14","8.81","2511","POINT (-75.389779687883 7.29383476466345)"
"INVIAS","0.8","0.8","Los Llanos - Tarazá","82","177","1.988","2012.06.20","3","160.2","45.08","250.28","51","Puerto Valdivia","21","51","9.6","2511","POINT (-75.3935191544811 7.28843528219105)"
"INVIAS","0","0","Los Llanos - Tarazá","24","470","1.988","2012.06.08","1","18.3","18.3","10","20","Yarumalito 2","11","30","10.26","2511","POINT (-75.434132999695 6.96332602413704)"
"INVIAS","0","0","Los Llanos - Tarazá","21","703","1.988","2012.06.08","1","18.3","18.3","18.3","20","Yarumalito 1","11","30","10.26","2511","POINT (-75.4251721672837 6.95311671998866)"
"Conc. Depart.","0","0","Medellín - Los Llanos","45","1,007","1.988","2012.06.07","1","24.85","24.85","24.85","20","Rio Grande","40","14","9.17","2510","POINT (-75.3964528294353 6.52873536612587)"
"INVIAS","0","0","La Pintada - Medellín","70","0","1.988","2012.06.24","2","13.05","11.2","24.25","20","Doña Maria","10","14","20.39","2509","POINT (-75.5916694025143 6.18012445097573)"
"ANI","0","2","La Pintada - Medellín","63","506","1.988","2012.07.22","1","30.6","30.6","30.6","30","Terpel (62+0860)","10","14","9.4","2509","POINT (-75.6307934946689 6.14537406795694)"
"ANI","0","2","La Pintada - Medellín","63","169","1.988","2012.07.22","2","31","20","51","30","Puente 62 + 0595","10","14","9.5","2509","POINT (-75.6315748915806 6.14243670588393)"
"ANI","2","0","La Pintada - Medellín","61","13","1.988","2012.07.22","1","25","25","25","30","Tablaza","10","14","10","2509","POINT (-75.6293577372017 6.12485985435103)"
"ANI","0","2","La Pintada - Medellín","61","13","1.988","2012.07.22","1","25","25","25","30","Tablaza","10","14","10","2509","POINT (-75.6293577372017 6.12485985435103)"
"ANI","2","0","La Pintada - Medellín","57","876","1.988","2012.07.22","3","31.1","20.4","81.9","30","Juancherito (57+0876)","10","14","10","2509","POINT (-75.6349678979995 6.10177679044596)"
"ANI","0","0.45","La Pintada - Medellín","57","40","1.988","2012.07.22","3","30.6","20.6","81.76","30","La Miel","10","14","8.85","2509","POINT (-75.6320071774671 6.09604759231094)"
"ANI","0","1.5","La Pintada - Medellín","57","0","1.988","2013.07.23","3","30","18","66","30","La Miel (57+0000)","10","14","9.5","2509","POINT (-75.6318674574953 6.09571416139438)"
"ANI","1.5","0","La Pintada - Medellín","56","799","1.988","2013.07.23","2","28","21","49","30","Puente Calle 128","10","14","9.5","2509","POINT (-75.6317227503745 6.09322057914344)"
"ANI","0","1.5","La Pintada - Medellín","56","799","1.988","2013.07.23","2","28","21","49","30","Puente Calle 128","10","14","9.5","2509","POINT (-75.6317227503745 6.09322057914344)"
"ANI","0","0","La Pintada - Medellín","56","90","1.988","2013.07.23","5","21","21","105","20","Puente Calle 134 (Variante)","10","30","8","2509","POINT (-75.6312947364957 6.08689739075597)"
"INVIAS","0.97","0.97","La Pintada - Medellín","64","300","1.988","2013.07.23","3","30.98","30.58","92.24","30","Rio Medellin II","10","14","11.05","2509","POINT (-75.6319890719786 6.15173079172814)"
"ANI","0","2","La Pintada - Medellín","59","670","1.96","2012.07.23","3","30","16","29.76","30","Don Toto","10","14","9.5","2509","POINT (-75.6299227049164 6.11339139126844)"
"ANI","0","2","La Pintada - Medellín","59","620","1.96","2012.07.23","3","30","16","78","30","Puente 59+0620","10","14","9.5","2509","POINT (-75.6303633967287 6.11343422660633)"
"ANI","0","2","La Pintada - Medellín","59","420","1.96","2012.07.23","3","31.6","27","87.9","30","Monte Azul","10","14","9.5","2509","POINT (-75.631931998697 6.11422316823555)"
"ANI","0","2","La Pintada - Medellín","59","231","1.96","2012.07.23","3","33.5","30","93.5","30","Pre-retorno Monte Azul","10","14","9.3","2509","POINT (-75.6333614112092 6.1134684899607)"
"ANI","0","1.3","La Pintada - Medellín","54","824","1.96","2012.07.23","3","20","20","60","10","Rio Medellin IZQ","10","14","9.8","2509","POINT (-75.6326708414922 6.07571208174765)"
"ANI","0","0","La Pintada - Medellín","54","809","1.96","2012.07.23","3","26.05","12.25","60.4","30","Rio Medellin I","10","14","8.53","2509","POINT (-75.6327429055998 6.07559749080049)"
"INVIAS","0","0","Cauyá - La Pintada","17","558","1.96","2012.07.20","1","10","10","10","14","Las Parcellas","21","14","12","2508","POINT (-75.7736751712465 5.3349895093551)"
"ANI","0","0","Cauyá - La Pintada","101","495","1.96","2012.07.20","1","34.94","34.94","34.94","51","La Bocana","21","14","8.34","2508","POINT (-75.6007651680637 5.68020986485822)"
"ANI","0","0","Cauyá - La Pintada","89","683","1.965","2012.06.03","3","26.5","8.8","61.8","32","Vequedo","10","14","9.75","2508","POINT (-75.5841216793045 5.60838905596087)"
"ANI","0","0","Cauyá - La Pintada","83","828","1.96","2012.06.29","1","36.5","36.5","36.5","21","Chirapoto","41","14","8.85","2508","POINT (-75.5768504270614 5.55809475884833)"
"ANI","0","0","Cauyá - La Pintada","82","453","1.964","2012.06.15","1","10.95","10.95","10.95","20","Bermejal","10","14","9.46","2508","POINT (-75.5750872796974 5.54618413894981)"
"ANI","0","0","Cauyá - La Pintada","79","649","1.96","2012.06.15","1","10.95","10.95","10.95","20","Papayal","10","14","10.16","2508","POINT (-75.5697421186867 5.52336002627321)"
"ANI","0","0","Cauyá - La Pintada","78","371","1.96","2012.07.05","3","21.1","15.62","54.96","21","Arquia","21","14","8.63","2508","POINT (-75.5785289305225 5.51646782675771)"
"ANI","0","0","Cauyá - La Pintada","75","313","1.96","2012.06.14","1","10.51","10.51","10.51","14","75+313","10","14","9.6","2508","POINT (-75.5785749872167 5.49087885394238)"
"ANI","0","0","Cauyá - La Pintada","65","758","1.96","2012.06.14","1","21.02","21.02","21.02","20","Piedras","10","14","8.82","2508","POINT (-75.5955271922496 5.41169044318036)"
"ANI","0","0","Cauyá - La Pintada","63","657","1.96","2012.06.27","1","13.5","13.5","13.5","20","Botijas","10","14","9.84","2508","POINT (-75.5994627604352 5.39349609692355)"
"INVIAS","0","0","Cauyá - La Pintada","51","553","1.96","verificar","1","13.34","13.34","13.34","20","El Obispo","10","14","9.04","2508","POINT (-75.6478540070271 5.43206511050562)"
"INVIAS","0","0","Cauyá - La Pintada","49","21","1.96","2012.04.24","1","29.57","29.57","29.57","32","Supía","10","14","8","2508","POINT (-75.6532381271472 5.45289696569129)"
"INVIAS","0","0","Cauyá - La Pintada","33","591","1.96","2012.07.20","1","11.05","11.05","11.05","20","La Playa","10","14","8.86","2508","POINT (-75.7205079914664 5.40390408439374)"
"INVIAS","0","0","Cerritos - La Virginia - Cauyá","50","900","1.971","2012.03.20","1","11.9","11.9","11.9","51","Tusas (Sección armadura metalica)","10","41","9.7","2507","POINT (-75.7921777122165 5.19664239533438)"
"INVIAS","0","0","Cerritos - La Virginia - Cauyá","50","900","1.971","2012.03.15","1","11.9","11.9","11.9","51","Tusas","10","41","9.7","2507","POINT (-75.7921777122165 5.19664239533438)"
"INVIAS","0","0","Cerritos - La Virginia - Cauyá","45","400","1.971","2012.03.27","1","10.85","10.85","10.85","20","Lazaro","10","14","8.7","2507","POINT (-75.8162686463255 5.17182245852015)"
"INVIAS","0","0","Cerritos - La Virginia - Cauyá","39","50","1.971","2012.04.10","1","14.9","14.9","14.9","20","San Vicente","10","14","8","2507","POINT (-75.8325083858453 5.12818475898246)"
"ANI","0","1.12","Cerritos - La Virginia - Cauyá","24","655","1.971","2012.03.28","1","14","14","14","14","Acapulco","20","31","13.7","2507","POINT (-75.8592292261574 5.00453188189195)"
"ANI","0","1.12","Cerritos - La Virginia - Cauyá","20","163","1.971","2012.03.28","1","10","10","10","14","La Sociedad","20","31","12.6","2507","POINT (-75.8579742184453 4.96446714443986)"
"ANI","0","1.12","Cerritos - La Virginia - Cauyá","16","435","1.971","2012.03.28","1","25","25","25","14","El Cetro","20","31","12","2507","POINT (-75.8619905049302 4.9344465142885)"
"ANI","1.12","1.12","Cerritos - La Virginia - Cauyá","10","700","1.971","2012.03.28","5","42","32.4","200","51","Francisco Jaramillo (Río Cauca)","20","31","10.34","2507","POINT (-75.8698063835501 4.88453953819308)"
"INVIAS","0.92","0.92","Cerritos - La Virginia - Cauyá","10","450","1.98","2012.04.11","3","28","8.7","46.1","32","Caimalito (Sobre el ferrocarril)","10","14","10.36","2507","POINT (-75.8700760529243 4.88229632665449)"
"INVIAS","1","1.24","Andalucía - Cerritos","66","670","1.999","2002.02.19","1","10.25","10.25","10.25","20","La María (Calzada I)","10","14","9.4","2506","POINT (-75.9227045662851 4.65619366424907)"
"INVIAS","1","1.24","Andalucía - Cerritos","61","935","1.999","2002.02.19","1","10.3","10.3","17.5","20","Pedro Sanchez - Calzada Izquierda","10","14","9.4","2506","POINT (-75.9407709240836 4.62296828024972)"
"INVIAS","1","1.24","Andalucía - Cerritos","61","935","1.999","2002.02.19","1","10.3","10.3","10.7","20","Pedro Sanchez - Calzada Derecha","10","14","9.4","2506","POINT (-75.9407709240836 4.62296828024972)"
"Conc. Depart.","1","1.24","Andalucía - Cerritos","13","975","1.999","2002.02.19","1","10.3","10.3","10.3","20","Qda. Murillo  2","10","14","9.4","2506","POINT (-76.1112138784309 4.26534855437844)"
"Conc. Depart.","1","1.24","Andalucía - Cerritos","13","735","1.999","2002.02.19","1","16.65","16.65","16.65","30","Qda. Murillo 1","10","13","9","2506","POINT (-76.1123824960926 4.26353515667555)"
"Conc. Depart.","1","1.24","Andalucía - Cerritos","12","885","1.999","2002.02.19","1","13.47","13.47","13.47","20","Paso elevado via a Sevilla","20","10","9.5","2506","POINT (-76.116329163392 4.25750206675349)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","10","300","2","2002.02.19","2","8.2","8.2","16.5","21","Qda. El Overo","10","12","9.2","2506","POINT (-76.1300893312821 4.23832669576383)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","7","450","2","2002.02.19","1","12","12","12","51","Paso elevado Norte Bugalagrande izquierdo","10","14","5.5","2506","POINT (-76.1457133482136 4.22234790269326)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","7","450","1.998","2002.02.19","1","15","15","15","51","Paso elevado Norte Bugalagrande derecho","10","14","5.5","2506","POINT (-76.1457133482136 4.22234790269326)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","0","880","1.998","2002.02.18","2","12.2","12.2","12.2","30","Paso Elevado Campo Alegre izquierdo","10","13","24.5","2506","POINT (-76.1735850491519 4.17282417775314)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","0","880","1.998","2002.02.18","2","12.2","12.2","24.5","30","Paso elevado Campo Alegre derecho","10","13","9","2506","POINT (-76.1735850491519 4.17282417775314)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","88","175","2","2002.02.12","1","12","12","37","20","Puente la Virginia - Intercambiador - Ambas Calzadas","20","13","12.83","2506","POINT (-75.841992566842 4.80079246911991)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","65","778","2","2002.02.12","1","12","12","12","20","Cruces (Calzada I)","20","13","12.83","2506","POINT (-75.9216023454878 4.64708759772029)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","59","878","2","2002.02.12","1","10.3","10.3","10.3","20","Palo Blanco (Calzada I)","20","13","12.83","2506","POINT (-75.9534858469893 4.61104618770239)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","56","416","2","2002.02.12","1","23.4","23.4","23.4","20","Los Naranjos (Calzada I)","20","13","12.83","2506","POINT (-75.969865174915 4.58582113036198)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","54","802","2","2002.02.12","1","11.3","11.3","11.3","20","Puente Norte (Calzada I)","20","13","12.83","2506","POINT (-75.9757933359041 4.57247528824895)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","48","966","2","2002.02.12","1","15.3","15.3","15.3","20","Los Micos (Calzada I)","20","13","12.83","2506","POINT (-76.0119758396224 4.53671052986779)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","3","890","2","2002.02.12","1","12","12","14.2","20","El Tigre - Calzada Derecha","20","13","12.83","2506","POINT (-76.1597512440495 4.19395422978079)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","80","592","2","2002.02.12","1","12","12","10.5","20","Puente Blanco - Calzada Derecha","20","13","12.83","2506","POINT (-75.8952918234938 4.76532712320042)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","65","876","2","2002.02.12","1","12","12","12","20","Cruces (Calzada D)","20","13","12.83","2506","POINT (-75.9219477929289 4.64790231811457)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","56","60","2","2002.02.12","1","24.4","24.4","24.4","20","Los Naranjos (Calzada D)","20","13","12.83","2506","POINT (-75.9710630014483 4.58285205122411)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","51","943","2","2002.02.12","1","16.3","16.3","12","20","Los Abejones -  Calzada Izquierda","20","13","12.83","2506","POINT (-75.9915336366548 4.55315589643802)"
"INVIAS","1.04","1.24","Andalucía - Cerritos","48","970","2","2002.02.12","1","16.3","16.3","16.3","20","Los Micos (Calzada D)","20","13","12.83","2506","POINT (-76.0119521919809 4.53673780308066)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","33","925","2","2002.02.12","2","8.5","8.4","16.9","20","Zarzal (El Eden)","20","13","12.83","2506","POINT (-76.0585587230626 4.42068813201675)"
"Conc. Depart.","1.04","1.24","Andalucía - Cerritos","30","164","2","2002.02.12","2","8.3","8.2","16.5","20","La Variante","21","10","10.73","2506","POINT (-76.0681775314269 4.39106835684386)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","25","805","2","2002.02.12","1","13","13","13","20","Qda. Las Cañas","10","14","9.1","2506","POINT (-76.0691610606856 4.35324678725038)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","22","140","2","2002.02.19","2","14.7","10.6","25.3","20","Río La Paila","10","14","9.2","2506","POINT (-76.0688839313067 4.32253906634835)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","4","890","2","2002.02.19","1","12","12","12","51","Paso elevado intermedio Bugalagrande izquierdo","10","14","5.5","2506","POINT (-76.1541289041399 4.19936096426663)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","4","890","2","2002.02.19","1","12","12","12","51","Paso elevado intermedio Bugalagrande derecho","10","13","5.5","2506","POINT (-76.1541289041399 4.19936096426663)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","4","225","1.998","2002.02.18","3","18.8","12.2","43.2","20","Rio Bugalagrande izquierdo","41","14","8.5","2506","POINT (-76.1567439556485 4.19470384969826)"
"Conc. Depart.","0","0.96","Andalucía - Cerritos","4","225","1.998","2002.02.18","1","40","40","40","30","Río B/Grande derecho","10","13","9","2506","POINT (-76.1567439556485 4.19470384969826)"
"INVIAS","0","0.96","Andalucía - Cerritos","88","175","1.998","2012.04.23","3","31","15.5","81","20","La Virginia (Intercambiador)","10","14","12.4","2506","POINT (-75.841992566842 4.80079246911991)"
"INVIAS","0","0.96","Andalucía - Cerritos","81","100","1.998","2012.04.23","3","7.8","5.9","21.3","20","Blanco (sobre el Ferrocarril - Pto Caldas)","10","14","12.4","2506","POINT (-75.8910314569234 4.76703259561942)"
"Conc. Depart.","0.6","0.7","Cali - Palmira - Andalucía","94","242","1.998","2002.02.15","1","13.7","13.7","13.7","20","Paso elevado la Marina","10","13","9.3","2505","POINT (-76.1708671042967 4.09112401645819)"
"Conc. Depart.","0.6","0.7","Cali - Palmira - Andalucía","93","411","1.995","2002.02.15","1","17.2","17.2","17.2","30","Quebrada  Orcado","10","13","9","2505","POINT (-76.1733983330476 4.08287414756762)"
"Conc. Depart.","0.6","0.6","Cali - Palmira - Andalucía","81","800","1.995","2002.02.15","2","13.7","13.7","27.5","32","Paso Elevado de San Pedro","10","13","8.8","2505","POINT (-76.2321690914116 3.99560512081548)"
"Conc. Depart.","0.6","0.6","Cali - Palmira - Andalucía","79","294","1.995","2002.02.15","2","17.2","13.7","31","32","Paso Elevado Todos Los  Santos","10","13","8.8","2505","POINT (-76.245417841207 3.97750181263144)"
"Conc. Depart.","0.6","0.6","Cali - Palmira - Andalucía","77","85","1.995","2002.02.15","2","17.2","13.7","31","32","Paso Elevado de Presidente","10","13","8.86","2505","POINT (-76.2602412539229 3.96541178212341)"
"Conc. Depart.","0.5","0.5","Cali - Palmira - Andalucía","71","637","1.996","2002.02.15","2","13.7","13.7","27.4","32","Paso Elevado Lechugas","10","13","27.5","2505","POINT (-76.2875694633594 3.92503589301442)"
"Conc. Depart.","0.6","0.6","Cali - Palmira - Andalucía","69","170","1.995","2002.02.14","2","17.25","13.8","31","32","Paso Elevado Palo Blanco","10","13","8.8","2505","POINT (-76.3047247062418 3.91200395923393)"
"ANI","0.5","0.5","Cali - Palmira - Andalucía","47","0","2.005","2002.02.15","1","32.6","25.55","32.6","21","Construcción Rio Guabas","10","14","11.6","2505","POINT (-76.3223560024883 3.72933859716441)"
"ANI","0.5","0.5","Cali - Palmira - Andalucía","47","0","2.005","2002.02.15","1","32.1","25.55","32.1","21","Rehabilitación Rio Guabas","10","14","11.6","2505","POINT (-76.3223560024883 3.72933859716441)"
"ANI","0","0","Cali - Palmira - Andalucía","45","0","2.007","2002.02.15","2","25.55","25.55","53.7","21","Construcción Intersección Ginebra","10","14","11.6","2505","POINT (-76.3195493666289 3.71356901176971)"
"ANI","0.5","0.5","Cali - Palmira - Andalucía","45","0","2.006","2002.02.15","1","20.4","51.4","20.4","21","Construcción Rio Popurrinas","10","14","11.6","2505","POINT (-76.3195493666289 3.71356901176971)"
"ANI","0.5","0.5","Cali - Palmira - Andalucía","45","0","2.005","2002.02.15","1","20.4","51.4","20.4","21","Mejoramiento Rio Popurrinas","10","14","11.6","2505","POINT (-76.3195493666289 3.71356901176971)"
"ANI","0.5","0.5","Cali - Palmira - Andalucía","40","0","2.009","2002.02.15","1","13.7","51.4","13.7","21","Construcción Rio Cerrito","10","14","11.6","2505","POINT (-76.3008504935716 3.67493289517509)"
